Price_Month,Model,Benchmark_MSRP_USD,Model_Price_Min_USD,Model_Price_Max_USD,Price_Variation_Factor,Price_Source
2025-04-01,X7,92789.83,87222.44,103924.61,1.08866,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,X7,93707.44,88084.99,104952.33,1.09942,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,X7,91823.72,86314.3,102842.57,1.07732,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,X7,92070.05,86545.85,103118.45,1.08021,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,X7,91454.29,85967.03,102428.81,1.07299,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,X7,91783.34,86276.34,102797.34,1.07685,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,X7,92505.22,86954.9,103605.84,1.08532,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,X7,92506.2,86955.82,103606.94,1.08533,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,X7,92161.12,86631.45,103220.45,1.08128,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,X7,95008.25,89307.75,106409.24,1.08581,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,X7,95502.42,89772.28,106962.71,1.09146,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,X7,95020.06,89318.86,106422.47,1.08594,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,X7,94622.79,88945.42,105977.52,1.0814,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,X7,95067.02,89363.0,106475.07,1.08648,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,X7,94930.67,89234.83,106322.35,1.08492,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,X7,94750.2,89065.19,106120.23,1.08286,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,i3,42590.2,40034.79,47701.02,1.00449,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,i3,42400.67,39856.63,47488.76,1.00002,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,i3,42551.79,39998.68,47658.0,1.00358,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,i3,42135.48,39607.35,47191.74,0.99376,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,i3,42546.68,39993.88,47652.28,1.00346,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,i3,42532.09,39980.17,47635.95,1.00312,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,i3,42739.48,40175.11,47868.22,1.00801,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,i3,42439.01,39892.67,47531.69,1.00092,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,i3,42308.01,39769.53,47384.97,0.99783,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,i3,42729.6,40165.82,47857.15,1.00777,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,i3,42604.96,40048.66,47717.55,1.00483,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,i3,42391.51,39848.02,47478.49,0.9998,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,i3,43097.85,40511.98,48269.59,1.00672,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,i3,43915.47,41280.54,49185.33,1.02582,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,i3,43206.98,40614.56,48391.82,1.00927,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,i3,43114.36,40527.5,48288.09,1.00711,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,i3,43602.03,40985.91,48834.28,1.0185,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,i3,43419.15,40814.0,48629.45,1.01423,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,i3,43332.65,40732.69,48532.57,1.01221,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,i3,43393.27,40789.67,48600.46,1.01362,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,i3,43240.11,40645.71,48428.93,1.01005,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,i3,43808.83,41180.3,49065.89,1.02333,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,i3,43515.56,40904.62,48737.42,1.01648,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,i3,43464.41,40856.54,48680.13,1.01529,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,i3,44362.01,41700.29,49685.45,1.02642,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,i3,43956.46,41319.08,49231.24,1.01704,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,i3,43440.75,40834.3,48653.64,1.00511,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,i3,43384.37,40781.31,48590.5,1.0038,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,i3,43926.86,41291.25,49198.08,1.01635,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,i3,43826.16,41196.59,49085.3,1.01403,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,i3,44183.35,41532.35,49485.36,1.02229,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,i3,44078.29,41433.6,49367.69,1.01986,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,i3,44030.37,41388.55,49314.02,1.01875,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,i3,43977.74,41339.08,49255.07,1.01753,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,i3,43646.01,41027.25,48883.53,1.00986,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,i3,43933.21,41297.22,49205.2,1.0165,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,i3,44803.2,42115.01,50179.58,1.02689,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,i3,44419.21,41754.05,49749.51,1.01809,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,i3,43894.01,41260.37,49161.29,1.00605,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,i3,44992.31,42292.77,50391.38,1.03122,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,i3,44882.27,42189.34,50268.15,1.0287,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,i3,44607.47,41931.02,49960.37,1.0224,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,i3,44214.81,41561.92,49520.59,1.0134,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,i3,44697.44,42015.6,50061.14,1.02447,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,i3,44491.1,41821.64,49830.03,1.01974,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,i3,44560.39,41886.76,49907.63,1.02132,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,i3,43900.23,41266.21,49168.25,1.00619,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,i3,44706.85,42024.44,50071.67,1.02468,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,i3,45442.86,42716.29,50896.0,1.03185,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,i3,45083.98,42378.94,50494.05,1.02371,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,i3,45067.81,42363.74,50475.94,1.02334,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,i3,45909.35,43154.79,51418.47,1.04245,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,i3,45707.69,42965.23,51192.62,1.03787,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,i3,45637.88,42899.6,51114.42,1.03628,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,i3,45188.43,42477.13,50611.04,1.02608,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,i3,45751.31,43006.23,51241.46,1.03886,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,i3,45897.39,43143.55,51405.07,1.04218,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,i3,45161.27,42451.59,50580.62,1.02546,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,i3,45572.69,42838.33,51041.42,1.0348,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,i3,45701.62,42959.53,51185.82,1.03773,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,i3,47122.26,44294.93,52776.94,1.06012,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,i3,46742.03,43937.51,52351.08,1.05156,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,i3,46500.85,43710.8,52080.95,1.04614,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,i3,46557.1,43763.67,52143.95,1.0474,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,i3,47286.4,44449.22,52960.77,1.06381,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,i3,47406.4,44562.02,53095.17,1.06651,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,i3,47083.9,44258.87,52733.97,1.05926,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,i3,46599.55,43803.58,52191.5,1.04836,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,i3,47103.96,44277.72,52756.43,1.05971,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,i3,46448.38,43661.48,52022.18,1.04496,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,i3,47315.86,44476.91,52993.77,1.06447,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,i3,46452.68,43665.52,52027.0,1.04505,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,i3,51396.2,48312.43,57563.75,1.10589,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,i3,50389.99,47366.59,56436.78,1.08424,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,i3,49785.11,46798.0,55759.32,1.07122,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,i3,50411.5,47386.81,56460.87,1.0847,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,i3,49996.01,46996.25,55995.53,1.07576,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,i3,50722.84,47679.47,56809.59,1.0914,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,i3,49700.82,46718.77,55664.92,1.06941,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,i3,49938.52,46942.21,55931.14,1.07452,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,i3,50727.3,47683.66,56814.57,1.0915,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,i3,50552.93,47519.75,56619.28,1.08774,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,i3,50510.19,47479.58,56571.42,1.08683,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,i3,50775.62,47729.08,56868.69,1.09254,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,i3,52258.97,49123.43,58530.05,1.0775,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,i3,52078.05,48953.36,58327.41,1.07377,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,i3,52328.72,49189.0,58608.17,1.07894,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,i3,52355.97,49214.62,58638.69,1.0795,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,i3,52380.07,49237.27,58665.68,1.08,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,i3,52645.15,49486.44,58962.57,1.08547,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,i3,52211.66,49078.96,58477.06,1.07653,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,i3,52532.08,49380.16,58835.93,1.08314,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,i3,52173.81,49043.38,58434.67,1.07575,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,i3,52324.93,49185.44,58603.92,1.07886,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,i3,53080.2,49895.38,59449.82,1.09444,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,i3,52268.11,49132.02,58540.28,1.07769,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,i4,60944.82,57288.13,68258.2,1.10009,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,i4,59219.45,55666.28,66325.78,1.06894,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,i4,59610.47,56033.84,66763.72,1.076,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,i4,59938.13,56341.85,67130.71,1.08192,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,i4,59950.07,56353.07,67144.08,1.08213,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,i4,59593.42,56017.82,66744.64,1.07569,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,i4,59866.48,56274.49,67050.46,1.08062,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,i4,60049.66,56446.68,67255.62,1.08393,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,i4,60490.69,56861.25,67749.57,1.09189,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,i4,60150.97,56541.91,67369.09,1.08576,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,i4,59173.86,55623.43,66274.72,1.06812,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,i4,60603.66,56967.44,67876.1,1.09393,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,i4,59195.28,55643.56,66298.71,1.06371,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,i4,59886.07,56292.91,67072.4,1.07612,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,i4,58301.9,54803.79,65298.13,1.04765,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,i4,58683.33,55162.33,65725.33,1.05451,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,i4,58443.73,54937.11,65456.98,1.0502,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,i4,58602.1,55085.98,65634.36,1.05305,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,i4,59391.72,55828.21,66518.72,1.06724,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,i4,59863.94,56272.11,67047.62,1.07572,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,i4,59047.22,55504.39,66132.89,1.06105,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,i4,59293.19,55735.6,66408.38,1.06547,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,i4,59607.36,56030.92,66760.24,1.07111,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,i4,59337.45,55777.21,66457.95,1.06626,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,i4,59354.53,55793.26,66477.07,1.0618,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,i4,59814.65,56225.77,66992.4,1.07003,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,i4,59610.12,56033.52,66763.34,1.06637,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,i4,59544.66,55971.98,66690.01,1.0652,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,i4,60460.43,56832.8,67715.68,1.08158,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,i4,59301.49,55743.4,66417.67,1.06085,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,i4,59588.42,56013.11,66739.02,1.06598,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,i4,60034.31,56432.25,67238.42,1.07396,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,i4,59676.49,56095.9,66837.66,1.06756,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,i4,58964.88,55426.99,66040.66,1.05483,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,i4,60831.44,57181.55,68131.21,1.08822,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,i4,59785.04,56197.94,66959.24,1.0695,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,i4,60930.46,57274.63,68242.12,1.07083,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,i4,61675.18,57974.66,69076.2,1.08392,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,i4,62385.45,58642.33,69871.71,1.09641,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,i4,60953.7,57296.48,68268.14,1.07124,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,i4,61029.53,57367.76,68353.08,1.07258,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,i4,61421.38,57736.1,68791.94,1.07946,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,i4,61495.51,57805.78,68874.97,1.08076,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,i4,61917.09,58202.06,69347.14,1.08817,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,i4,61133.71,57465.69,68469.76,1.07441,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,i4,61701.14,57999.08,69105.28,1.08438,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,i4,61669.25,57969.09,69069.56,1.08382,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,i4,61435.44,57749.31,68807.69,1.07971,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,i4,62864.79,59092.91,70408.57,1.08575,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,i4,63596.97,59781.15,71228.6,1.09839,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,i4,63126.05,59338.49,70701.17,1.09026,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,i4,63041.89,59259.38,70606.92,1.08881,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,i4,62686.35,58925.17,70208.71,1.08267,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,i4,62919.71,59144.53,70470.08,1.0867,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,i4,62781.14,59014.27,70314.87,1.0843,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,iX,90834.04,85384.0,101734.13,1.08914,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,iX,89885.72,84492.57,100672.0,1.07777,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,iX,90743.39,85298.79,101632.6,1.08805,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,iX,87985.4,82706.28,98543.65,1.05498,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,iX,90141.9,84733.39,100958.93,1.08084,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,iX,89873.76,84481.33,100658.61,1.07762,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,iX,89839.35,84448.99,100620.08,1.07721,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,iX,90062.15,84658.42,100869.61,1.07988,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,iX,89948.44,84551.54,100742.26,1.07852,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,iX,90442.27,85015.74,101295.35,1.08444,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,iX,90008.14,84607.65,100809.12,1.07923,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,iX,90260.16,84844.55,101091.38,1.08226,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,iX,89763.39,84377.59,100535.0,1.05356,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,iX,91057.9,85594.43,101984.85,1.06875,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,iX,90258.27,84842.78,101089.27,1.05937,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,iX,90965.92,85507.97,101881.84,1.06768,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,iX,91695.85,86194.1,102699.35,1.07624,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,iX,91560.49,86066.86,102547.75,1.07465,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,iX,90602.98,85166.8,101475.34,1.06342,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,iX,91345.75,85865.0,102307.24,1.07213,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,iX,89414.67,84049.79,100144.43,1.04947,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,iX,92340.36,86799.94,103421.21,1.08381,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,iX,90226.46,84812.88,101053.64,1.059,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,iX,90859.98,85408.38,101763.17,1.06643,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,iX,92829.92,87260.13,103969.51,1.06701,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,iX,92902.7,87328.54,104051.03,1.06785,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,iX,91680.15,86179.34,102681.77,1.05379,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,iX,93244.24,87649.59,104433.55,1.07177,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,iX,93080.26,87495.45,104249.89,1.06989,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,iX,93915.16,88280.25,105184.98,1.07948,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,iX,93079.69,87494.91,104249.25,1.06988,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,iX,93015.23,87434.31,104177.05,1.06914,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,iX,93547.21,87934.38,104772.87,1.07526,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,iX,92679.71,87118.92,103801.27,1.06528,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,iX,93280.2,87683.39,104473.82,1.07219,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,iX,92046.88,86524.07,103092.5,1.05801,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,iX,88024.88,82743.39,98587.87,1.08572,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,iX,87760.89,82495.24,98292.19,1.08247,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,iX,87044.31,81821.65,97489.63,1.07363,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,iX,87043.54,81820.93,97488.77,1.07362,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,iX,86642.36,81443.82,97039.45,1.06867,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,iX,88041.54,82759.05,98606.52,1.08593,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,iX,87987.08,82707.86,98545.53,1.08526,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,iX,86772.93,81566.56,97185.68,1.07028,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,iX,87335.29,82095.17,97815.52,1.07722,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,iX,88725.75,83402.21,99372.84,1.09437,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,iX,87853.22,82582.03,98395.61,1.0836,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,iX,87551.66,82298.56,98057.86,1.07988,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,iX,81651.72,76752.61,91449.92,1.08652,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,iX,81650.73,76751.69,91448.82,1.0865,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,iX,81743.88,76839.25,91553.15,1.08774,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,iX,80590.64,75755.2,90261.52,1.0724,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,iX,81422.81,76537.44,91193.54,1.08347,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,iX,81381.97,76499.05,91147.81,1.08293,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,iX,81579.73,76684.94,91369.29,1.08556,BMW official MSRP anchors + simulated monthly market variation
